<<<<<<< HEAD
Time (s),Volume (m^3),N2,Ne,He,Ar,C7H10(1),O2(2),C7H10(146),C7H10(153),C7H9(5),C5H7(210),C2H4(115),C7H11(22),C7H10(21),C7H10(65),C7H10(18),C7H10(238),S(66),C7H11(46),C7H10(187),C7H12(16),C7H8(58),C5H8(336),S(388),C7H9O2(68),s(399),OH(22),H2O(23),S(118),S(196),S(362),S(361),C7H10(38),S(410),S(340),S(358),S(336),C7H8(308),S(197),S(793),S(853),S(958),S(950),S(1019)
3.4724298217688894e-16,0.28505293240024265,76.950000000000003,0.0,0.0,0.0,0.99999999713744003,9.5,1.9014730206380395e-13,1.1986960199405813e-13,9.6037590126122263e-10,1.5774103194839052e-24,1.5774107338069886e-24,9.6037586529549707e-10,5.1160878748694204e-11,2.4523541574680442e-18,8.8937955423944234e-10,3.5432815614347298e-24,6.0505822376479404e-16,1.4615778575965359e-18,2.2336985282753507e-24,1.9296970761947663e-22,6.6867951840780444e-27,5.0055891954152768e-37,1.8679837473685514e-56,2.0937643632717428e-16,1.8679837461215769e-56,4.4862618571489485e-38,2.0420114185677187e-46,3.611780302262557e-16,5.9933064659782181e-24,3.6446769671427085e-31,4.985488608630298e-32,9.5656012291671875e-13,1.9960284843660979e-56,2.6894103383687816e-24,8.2804950003674284e-28,7.6863523113655237e-28,2.1007196658568327e-37,4.4824080650587472e-38,3.8538123082657503e-41,2.0204832552691071e-48,1.43345137343593e-55,2.3548080729534698e-56,5.2930986374088482e-64
6.118091065546105e-16,0.28505293240024265,76.950000000000003,0.0,0.0,0.0,0.99999999495645719,9.4999999999999982,5.892466110633036e-13,3.7146336536499159e-13,1.6920904583379922e-09,8.8825771423668706e-24,8.8825815187314438e-24,1.6920901134375277e-09,9.0140602056939491e-11,7.6011303603028518e-18,1.5665723794569923e-09,1.9948760070227176e-23,1.8754080636622834e-15,4.5302428181132299e-18,1.2575776176188767e-23,5.9813798331164869e-22,3.790076055790464e-26,5.2908219250588701e-36,1.1653546277479179e-54,4.1568277282520078e-16,1.1653546262053292e-54,4.7419874186965243e-37,4.1537756342292164e-45,1.1193562854687315e-15,1.9626452160224069e-23,3.8494979998358644e-30,5.2686128123407867e-31,1.685070616816251e-12,1.2452361959500859e-54,8.4958411478339054e-24,4.6630284216788265e-27,4.2308473559497937e-27,2.2397650814837545e-36,4.7341543235641681e-37,7.8331358665806263e-40,8.0353272292758246e-47,1.1266028148934562e-53,1.8507327912743726e-54,8.2677592615700493e-62
8.76375230932332e-16,0.28505293240024265,76.950000000000003,0.0,0.0,0.0,0.9999999927754879,9.4999999999999947,1.2083782584244045e-12,7.6176637430595924e-13,2.4238045916147726e-09,2.5303174007822474e-23,2.5303190649023089e-23,2.4238036558183096e-09,1.2912032525466832e-10,1.5590504185185053e-17,2.2433932104957886e-09,5.6818737857431492e-23,3.8466341478751684e-15,9.2919609330982136e-18,3.5818753922834855e-23,1.2268691879823716e-21,1.0825767914468682e-25,2.0126532958621414e-35,9.5258555452330933e-54,6.2446547455197907e-16,9.5258555306965545e-54,1.8038925708281237e-36,2.0290632489196032e-44,2.2956666735065221e-15,4.1148436150032995e-23,1.4637197246950485e-29,2.0039832466285647e-30,2.4133237148791493e-12,1.017882432720123e-53,1.7556867252714211e-23,1.3283667951913904e-26,1.1858132311129043e-26,8.5427925725733548e-36,1.8000676780260895e-36,3.8249126061337319e-39,4.8653291108861208e-46,8.2116041619532326e-53,1.3489660275611064e-53,7.0793935733892809e-61
1.1409413553100536e-15,0.28505293240024265,76.950000000000003,0.0,0.0,0.0,0.99999999059453215,9.4999999999999893,2.047427025950022e-12,1.2907059947924097e-12,3.1555183044890444e-09,5.4477455411527096e-23,5.4477499692831074e-23,3.1555164924441745e-09,1.6810004834188124e-10,2.6420392624458246e-17,2.9198422421468908e-09,1.2231412372296646e-22,6.518730169673474e-15,1.5746725658439306e-17,7.7107300394816654e-23,2.0791783698329393e-21,2.3354624082216469e-25,5.3575692107355774e-35,5.0453981319724679e-53,8.3245190678797612e-16,5.0453981234735416e-53,4.8019021200953559e-36,6.512081677694382e-44,3.8899843715940372e-15,7.0559092220981025e-23,3.8947318068145085e-29,5.3339323369540672e-30,3.1413195038704507e-12,5.3912449863670242e-53,2.9871517236814478e-23,2.8600494897213451e-26,2.5146746266557871e-26,2.2781867153725395e-35,4.7896308674184465e-36,1.2271315956442463e-38,1.8412854982644166e-45,3.598334727540062e-52,5.9111867222562852e-53,3.5362734308388291e-60
1.405507479687775e-15,0.2850529324002427,76.950000000000003,0.0,0.0,0.0,0.99999998841358995,9.4999999999999822,3.1062739896250724e-12,1.9582072566368853e-12,3.8872315968732835e-09,1.0016640183118617e-22,1.0016649861037417e-22,3.8872286233212725e-09,2.0707977131857884e-10,4.0090711482590686e-17,3.5959196754665162e-09,2.2486699255042742e-22,9.8916900000105167e-15,2.3894531172322952e-17,1.4175702832241232e-22,3.1550812091965485e-21,4.3017557722209337e-25,1.1713604586506195e-34,1.9939084404866637e-52,1.0398583771675549e-15,1.9939084367888534e-52,1.0498798164721802e-35,1.6631972349578179e-43,5.9021806156913434e-15,1.0785834836433038e-22,8.5118359816625408e-29,1.1660711062992025e-29,3.869058073310504e-12,2.1305848488367223e-52,4.5438788884668892e-23,5.2588723307482271e-26,4.5555194937608276e-26,4.9885670449663683e-35,1.0467468151886419e-35,3.1330173749061482e-38,5.4060435214183014e-45,1.1984495770333584e-51,1.9687609847896079e-52,1.3204851351392232e-59
1.934639728443218e-15,0.2850529324002426,76.950000000000003,0.0,0.0,0.0,0.99999998405174584,9.4999999999999698,5.8829220746738551e-12,3.7086170550467217e-12,5.3506569192677968e-09,2.550333325765443e-22,2.5503365661453364e-22,5.3506507678513928e-09,2.8503921694043001e-10,7.5952330783352148e-17,4.9469604917157012e-09,5.7238600232115928e-22,1.8740178943014982e-14,4.5269244385318116e-17,3.6083436446401046e-22,5.9777261860371259e-21,1.0987710400344158e-24,3.9249461596486285e-34,1.8120951702768635e-51,1.4543122515563144e-15,1.812095166082124e-51,3.5179471522548972e-35,7.2070079150295847e-43,1.1179731860982326e-14,2.0612242089570471e-22,2.8497374763541009e-28,3.9063849220774073e-29,5.323763885086733e-12,1.9363087949218805e-51,8.6327485302291128e-23,1.3390457966335049e-25,1.1266503080145241e-25,1.6761045630510827e-34,3.5043811106496596e-35,1.3566110695123448e-37,2.9801918960706625e-44,8.286577465912167e-51,1.361283759442324e-51,1.128974886388823e-58
2.463771977198661e-15,0.28505293240024254,76.950000000000003,0.0,0.0,0.0,0.99999997968995558,9.4999999999999503,9.5373701645465614e-12,6.0123954047998127e-12,6.8140805589916318e-09,5.2006817632289174e-22,5.2006899066295919e-22,6.8140700894567558e-09,3.62998662120226e-10,1.2317469232422614e-16,6.2965172693108491e-09,1.1669277930692639e-21,3.0392053062151643e-14,7.3416056878692338e-17,7.3563582072455064e-22,9.694930275855452e-21,2.2471091792511494e-24,9.8705950928719718e-34,8.5941172787694874e-51,1.8686652656185187e-15,8.5941172563321279e-51,8.8471861148200276e-35,2.1867197826801113e-42,1.8127289078167044e-14,3.3594011874500997e-22,7.1611910606595697e-28,9.8219974403572628e-29,6.7774418672171914e-12,9.1832178379494205e-51,1.4021492895111084e-22,2.7307762739568751e-25,2.234196995812442e-25,4.2247363268647685e-34,8.8060501019622473e-35,4.1136220854866278e-37,1.0674889389524191e-43,3.4400939147324384e-50,5.651242505507988e-51,5.3438820714539408e-58
2.992904225954104e-15,0.28505293240024243,76.950000000000003,0.0,0.0,0.0,0.99999997532821927,9.4999999999999254,1.4068616658705797e-11,8.8689108928043063e-12,8.2775025167037809e-09,9.2702774511551042e-22,9.2702947148285223e-22,8.2774865881878326e-09,4.4095810685797109e-10,1.8175709203143284e-16,7.6445917015854295e-09,2.0795412007610411e-21,4.484726206398483e-14,1.0833492301615236e-16,1.3109508572317786e-21,1.4306826345216111e-20,4.0165022020394994e-24,2.0939563504078078e-33,3.0926211011496335e-50,2.2833436837312279e-15,3.0926210921651618e-50,1.8768768178126479e-34,5.425825536995766e-42,2.6743767176856154e-14,4.9731088129696021e-22,1.5180408678275292e-27,2.083243801736064e-28,8.230092774038189e-12,3.3046108210743059e-50,2.0709267392464351e-22,4.8679480588709911e-25,3.8736360882379302e-25,8.981451100867675e-34,1.8666761113076371e-34,1.0200757716418834e-36,3.046846476555034e-43,1.1144440181551457e-49,1.8307627913876853e-50,1.9418257823176931e-57
4.05116872346499e-15,0.28505293240024226,76.950000000000003,0.0,0.0,0.0,0.99999996660490797,9.4999999999998668,2.5757615963313416e-11,1.6237701707199711e-11,1.120434139152935e-08,2.2903258876477935e-21,2.2903316668544754e-21,1.1204311117222791e-08,5.9687699500732578e-10,3.3299927283725043e-16,1.0336300104848587e-08,5.1348595971132727e-21,8.2167489737439994e-14,1.9848864046010672e-16,3.2370354173695842e-21,2.6215211818999533e-20,9.9780362485000373e-24,7.0223222109537884e-33,2.9644332621345647e-49,3.112458276393946e-15,2.9644332480274764e-49,6.2945968120280291e-34,2.5152386303090517e-41,4.8979268777936762e-14,9.1470938648190567e-22,5.0809112410726213e-27,6.9828841850277868e-28,1.1132316293020427e-11,3.1676358833719497e-49,3.797862421206331e-22,1.2028479617044437e-24,9.0234445479594172e-25,3.0271299109817572e-33,6.2474017850096823e-34,4.719525851580881e-36,2.0026389600106311e-42,1.0766442181069033e-48,1.7686702956883895e-49,2.8661997319444091e-56
5.1094332209758755e-15,0.28505293240024204,76.950000000000003,0.0,0.0,0.0,0.99999995788181129,9.4999999999997886,4.0942184022862616e-11,2.5810112713729411e-11,1.4131173552251567e-08,4.5909339801194813e-21,4.5909485337057369e-21,1.4131124355346366e-08,7.5279588138852758e-10,5.2967343275182369e-16,1.3022098780141861e-08,1.0287112218395977e-20,1.3070047323461331e-13,3.1573004527819071e-16,6.4850353967307052e-21,4.1703912149671227e-20,2.0099233584159444e-23,1.7713133871726243e-32,1.4589409077544556e-48,3.9415414824248498e-15,1.4589408992613661e-48,1.5878154498081323e-33,7.9543223036753995e-41,7.7877845409665864e-14,1.4583135628868293e-21,1.2793013695773573e-26,1.7605548464084226e-27,1.4030440274259691e-11,1.5589466799361431e-48,6.0434287532040078e-22,2.4114213549718047e-24,1.7102215254972042e-24,7.6678320322805427e-33,1.5729143879815785e-33,1.4901133490750058e-35,7.8790207564800067e-42,5.2305846288526034e-48,8.5926168252574578e-49,1.6997027308815279e-55
6.167697718486761e-15,0.2850529324002417,76.950000000000003,0.0,0.0,0.0,0.99999994915892887,9.4999999999996927,5.9614651859743991e-11,3.7581309357415754e-11,1.7057999007191412e-08,8.0732587558657212e-21,8.0732894777403367e-21,1.7057926302946094e-08,9.0871476600161024e-10,7.7177417427425226e-16,1.5702000692850134e-08,1.808031763371758e-20,1.904458263795105e-13,4.6005878836113895e-16,1.1397902165255156e-20,6.0773950196855451e-20,3.5500944059547444e-23,3.745040414621923e-32,5.2391384403306153e-48,4.7706000085250666e-15,5.2391384051000274e-48,3.3572022867887756e-33,2.0083710143170059e-40,1.1343117064021114e-13,2.1281190635675801e-21,2.7001187616907957e-26,3.7206495466988293e-27,1.6924470503994627e-11,5.5982645799232786e-48,8.8069776344983962e-22,4.2410986902579374e-24,2.850914919585918e-24,1.6272333383399897e-32,3.319635628748151e-33,3.7566835351165193e-35,2.3526539015415997e-41,1.8324013209660064e-47,3.0102065312167747e-48,6.9166993765090433e-55
7.225962215997647e-15,0.2850529324002413,76.950000000000003,0.0,0.0,0.0,0.99999994043626028,9.499999999999579,8.176737332227848e-11,5.154647147284127e-11,1.9984817764636829e-08,1.2981528107141171e-20,1.2981585692875225e-20,1.9984716960409219e-08,1.0646336488466069e-09,1.0592961115674873e-15,1.8376018769768138e-08,2.9056874098230252e-20,2.6140316327819554e-13,6.3147452083686187e-16,1.831756562603789e-20,8.3426348074756851e-20,5.7313140284238204e-23,7.030693576740492e-32,1.5417623802273254e-47,5.5996569134222243e-15,1.5417623685189346e-47,6.3028220741283383e-33,4.3760463205206401e-40,1.5563093471556455e-13,2.9241215450200224e-21,5.060380937449326e-26,6.9818543724736545e-27,1.9814412755908768e-11,1.6474451950908102e-47,1.2087862262652464e-21,6.8204395559229298e-24,4.3542620026692116e-24,3.0652633968318043e-32,6.2210887302865153e-33,8.1733722451004885e-35,5.8995391024076387e-41,5.254551563921757e-47,8.6320078094436872e-48,2.2500521306029502e-54
9.342491211019419e-15,0.2850529324002405,76.950000000000003,0.0,0.0,0.0,0.99999992299156226,9.4999999999992983,1.3648307143844e-10,8.6039461209267674e-11,2.5838435220255088e-08,2.8053922791431397e-20,2.8054083545232777e-20,2.5838264406476395e-08,1.3764714092324754e-09,1.7705820566635003e-15,2.3706454989986509e-08,6.2724027613570305e-20,4.3695224300881826e-13,1.055565556784974e-15,3.9541468359001459e-20,1.3948231644967496e-19,1.24736936941027e-22,1.9693414760833991e-31,9.8240843045447838e-47,7.2577669122672732e-15,9.8240842021999077e-47,1.7656041969577899e-32,1.5984850415451699e-39,2.5993657261593153e-13,4.894700056787541e-21,1.4121568957014309e-25,1.9537914879319313e-26,2.5582056392236088e-11,1.049749236550825e-46,2.0199054058597823e-21,1.47433989789945e-23,8.524753686935004e-24,8.6416255101853339e-32,1.7358537466336047e-32,2.9750581889265168e-34,2.8283385769542362e-40,3.360300367289967e-46,5.5202108631425023e-47,1.9486458758957682e-53
1.145902020604119e-14,0.28505293240023927,76.950000000000003,0.0,0.0,0.0,0.99999990554771379,9.4999999999989466,2.0502836415002823e-10,1.2925068134774455e-10,3.1692025985471908e-08,5.176427501349047e-20,5.17646373946035e-20,3.1691766696649469e-08,1.6883091625463981e-09,2.663488277427318e-15,2.9013510424058155e-08,1.1560965086970592e-19,6.5734462164667457e-13,1.5880003586286818e-15,7.2880767227084995e-20,2.0988000403479947e-19,2.3152693557592552e-22,4.4538091288021913e-31,4.0230878260034916e-46,8.9158711248519222e-15,4.0230877756885851e-46,3.9933517364777965e-32,4.4195835802108069e-39,3.9072840386692384e-13,7.3700143097957388e-21,3.1823455445252459e-25,4.4146113204204587e-26,3.1333417269000646e-11,4.2988566883765809e-46,3.0371839279011327e-21,2.7211345600562273e-23,1.4352837445837963e-23,1.9648410261849429e-31,3.9113572226309971e-32,8.1994860877382881e-34,9.4927616693568556e-40,1.3652797259485053e-45,2.2428503127402394e-46,9.5142494679989318e-53
1.3575549201062962e-14,0.2850529324002379,76.950000000000003,0.0,0.0,0.0,0.9999998881047113,9.4999999999985203,2.8734258040677923e-10,1.8114188460903945e-10,3.7545590126512999e-08,8.6069285492707442e-20,8.6069995621806161e-20,3.7545223834030731e-08,2.00014690878864e-09,3.7379718886522816e-15,3.4297287644132559e-08,1.9201755778780866e-19,9.2257720765299919e-13,2.2287761310791848e-15,1.2104860223118229e-19,2.9462759994579542e-19,3.8689622458681511e-22,8.7552385990711119e-31,1.2826821197053984e-45,1.0573966816406821e-14,1.2826821012852715e-45,7.8506617249332717e-32,1.0225518692943922e-38,5.4794021538327253e-13,1.0350029507094438e-20,6.2342336742639449e-25,8.6704855775577534e-26,3.7068541358614079e-11,1.3706054838265225e-45,4.2601064126992885e-21,4.5256678459551184e-23,2.1913784651041905e-23,3.8800258052940698e-31,7.6615247261744536e-32,1.8913776502747592e-33,2.5628271441868647e-39,4.2836335162183294e-45,7.0370711851267752e-46,3.4430035492057335e-52
1.5692078196084734e-14,0.2850529324002363,76.950000000000003,0.0,0.0,0.0,0.9999998706625508,9.4999999999980247,3.8336531672407974e-10,2.4167499238840503e-10,4.339912770943635e-08,1.3292574596025091e-19,1.3292700722267476e-19,4.3398635821722454e-08,2.3119846479594637e-09,4.9939901253602141e-15,3.9557888770005359e-08,2.9623256735268037e-19,1.2326469094633518e-12,2.9778900787312103e-15,1.8674613866008668e-19,3.937332937662237e-19,6.0009300855074497e-22,1.5598547152445097e-30,3.4618887265929342e-45,1.2232054815326333e-14,3.4618886706853923e-45,1.398795028479935e-31,2.0929416769070837e-38,7.3150595824688263e-13,1.3834710851442072e-20,1.1069210465974362e-24,1.5433981742750345e-25,4.2787474504290199e-11,3.6991888250455523e-45,5.6881587583845741e-21,6.9912957250445874e-23,3.1246439773944465e-23,6.940042803673394e-31,1.3601973137524307e-31,3.8597864232944027e-33,5.9788595792024335e-39,1.1354127540719266e-44,1.8652384600131636e-45,1.0302093583476744e-51
1.7808607191106505e-14,0.28505293240023444,76.950000000000003,0.0,0.0,0.0,0.99999985322122875,9.499999999997458,4.9303643985886329e-10,3.1081209644247458e-10,4.9252638800131901e-08,1.9429037467015595e-19,1.9429245712304038e-19,4.9252002662826631e-08,2.6238223800591327e-09,6.4315003455233978e-15,4.479541546459439e-08,4.3252031401238566e-19,1.5875506357511554e-12,3.8353394063077001e-15,2.7266244756783306e-19,5.0720527485949294e-19,8.8038323595951139e-22,2.5834272458704067e-30,8.2654860851021457e-45,1.3890135363050575e-14,8.2654859368718646e-45,2.3168479882949476e-31,3.9144411440064272e-38,9.4135975210008333e-13,1.7824023548275154e-20,1.8270571330299211e-24,2.5539316800860626e-25,4.8490262417145601e-11,8.8320550379716292e-45,7.3208281751031927e-21,1.0221481026871275e-22,4.2369825426247524e-23,1.1533974215032328e-30,2.2448706066734715e-31,7.1977647657898837e-33,1.254073812464175e-38,2.6650503700203219e-44,4.3781129625161425e-45,2.691494924824012e-51
2.2041665181150052e-14,0.28505293240023005,76.950000000000003,0.0,0.0,0.0,0.99999981834108531,9.4999999999961116,7.5308457454378566e-10,4.747474552999701e-10,6.0959581767609579e-08,3.6837055594229523e-19,3.6837540062720335e-19,6.0958600917678805e-08,3.2474978230460455e-09,9.8508267441388563e-15,5.5201650079820641e-08,8.1828704239603725e-19,2.4318477977426584e-12,5.8752330208856242e-15,5.1585123599262966e-19,7.7728085482435974e-19,1.6793308562623273e-21,6.0474533155256597e-30,3.6554339671147877e-44,1.7206274044651072e-14,3.6554338865628279e-44,5.4242093559715174e-31,1.1270226263592176e-37,1.4396687618976471e-12,2.731640383566175e-20,4.2478895472271552e-24,5.9678931342298251e-25,5.9847584769985862e-11,3.9060000608383316e-44,1.1197973215616183e-20,1.9389870150905323e-22,7.003162228868161e-23,2.7155889663185184e-30,5.2182171589557512e-31,2.0599288352110839e-32,4.4051594820077907e-38,1.1477230615467787e-43,1.8854749646400025e-44,1.4225684088658858e-50
2.6274723171193595e-14,0.2850529324002247,76.950000000000003,0.0,0.0,0.0,0.99999978346425189,9.4999999999944809,1.0670112150870857e-09,6.7264803421411605e-10,7.2666419552748404e-08,6.2396196282106159e-19,6.2397167337474538e-19,7.2665018623397371e-08,3.8711732377514505e-09,1.3995612366687014e-14,6.5516795838626543e-08,1.3830668134345572e-18,3.4554439679703634e-12,8.3484346153548618e-15,8.7189049639981194e-19,1.1049198497037779e-18,2.8579704741995854e-21,1.2196419583336681e-29,1.239594311586368e-43,2.0522382882074803e-14,1.2395942794489514e-43,1.0941047972937879e-30,2.6990962302308026e-37,2.0423435201757704e-12,3.8826892068522884e-20,8.5090660331440781e-24,1.2014754542903928e-24,7.1140871507758801e-11,1.3245635983899892e-43,1.5887465043601936e-20,3.2860638891559674e-22,1.0490597193803149e-22,5.5021116232185569e-30,1.0450645377409222e-30,4.904040522612968e-32,1.2423591426080005e-37,3.8200795562155778e-43,6.2756408126744379e-44,5.5655568142056818e-50
3.050778116123714e-14,0.2850529324002185,76.950000000000003,0.0,0.0,0.0,0.99999974859069984,9.4999999999925695,1.4343447896238602e-09,9.0421655234476498e-10,8.4373152676713077e-08,9.7671566863652838e-19,9.7673320242692066e-19,8.4371255804788165e-08,4.494848624177407e-09,1.886552041638941e-14,7.5741649993402108e-08,2.1603107146221962e-18,4.6583144243795179e-12,1.1254921832123318e-14,1.3618679044939297e-18,1.4901877662715538e-18,4.4905286639508061e-21,2.2158382659910243e-29,3.4959339666278054e-43,2.3838462080849734e-14,3.4959338628177351e-43,1.9880505992918534e-30,5.6792070191347212e-37,2.7488629390784845e-12,5.235520998667405e-20,1.5354783374097806e-23,2.1789848596722568e-24,8.2370483657132554e-11,3.735565897951856e-43,2.1385247691926642e-20,5.1465285574079942e-22,1.4697245969948245e-22,1.0033700587020203e-29,1.8854707700758123e-30,1.0258009689503384e-31,3.0024047317761316e-37,1.0620219144793153e-42,1.7447013571578092e-43,1.771356378261887e-49
3.474083915128068e-14,0.28505293240021135,76.950000000000003,0.0,0.0,0.0,0.99999971372040064,9.4999999999903739,1.8546178361938501e-09,1.1691583197525343e-09,9.6079781658077059e-08,1.4422818155119173e-18,1.4423111176652375e-18,9.6077312486652974e-08,5.1185239823259477e-09,2.4460215982922455e-14,8.5877002848219193e-08,3.1831780693042244e-18,6.0404344482966902e-12,1.4594672315275451e-14,2.0066872032497612e-18,1.9331501087207591e-18,6.6512005085428051e-21,3.7258782008030905e-29,8.620304042160364e-43,2.7154511786326218e-14,8.6203037540021971e-43,3.3433440081916036e-30,1.0856026515335719e-36,3.5587085214092088e-12,6.7901079367989367e-20,2.5644670828131609e-23,3.6574452331777868e-24,9.3536780217973449e-11,9.2111892643676039e-43,2.7687285358250603e-20,7.6036990612140233e-22,1.962112283667654e-22,1.692328243651776e-29,3.1484061238455172e-30,1.9493832255014017e-31,6.4739558337836683e-37,2.5884146489279798e-42,4.2522951543556047e-43,4.8585074032547403e-49
